Country,Code,Indicator,IndicatorCode,Year,Value
South Sudan,SSD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,16.768008141206
Sub-Saharan Africa,SSF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,7.18066149365338
Small states,SST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,14.3386012460964
Sao Tome and Principe,STP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Suriname,SUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,7.21598553363743
Slovak Republic,SVK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0040784161341793
Slovenia,SVN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0002056093438577
Sweden,SWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Eswatini,SWZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Seychelles,SYC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Syrian Arab Republic,SYR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,9.75257167287882
Turks and Caicos Islands,TCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Chad,TCD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,18.5182895365594
East Asia & Pacific (IDA & IBRD countries),TEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,1.34416796424181
Europe & Central Asia (IDA & IBRD countries),TEC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,5.54993974530577
Togo,TGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Thailand,THA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,1.44419909579824
Tajikistan,TJK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.127218692021033
Turkmenistan,TKM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,12.9811059459435
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,3.5610950377233
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,21.064531737429
Tonga,TON,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
South Asia (IDA & IBRD),TSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,1.00910691377747
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,7.18066149365337
Trinidad and Tobago,TTO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,5.63352057848869
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,4.22344089286166
Turkiye,TUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0960779136969996
Tuvalu,TUV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Tanzania,TZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Uganda,UGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Ukraine,UKR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.455062910196211
Upper middle income,UMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,3.46826298345038
Uruguay,URY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.360950683675646
Uzbekistan,UZB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,1.72136815035738
St. Vincent and the Grenadines,VCT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
"Venezuela, RB",VEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,16.3740192662416
Virgin Islands (U.S.),VIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Vietnam,VNM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,4.28418744812554
Vanuatu,VUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
World,WLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,2.48008109134934
Samoa,WSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Kosovo,XKX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
"Yemen, Rep.",YEM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,11.0549414721125
South Africa,ZAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0774878879948229
Zambia,ZMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Zimbabwe,ZWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2012,0.0
Aruba,ABW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Africa Eastern and Southern,AFE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.938965230596
Afghanistan,AFG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0031665614833681
Africa Western and Central,AFW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,7.78543776134086
Angola,AGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,23.3606701803309
Albania,ALB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.77670697386026
Arab World,ARB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,26.5261826700603
United Arab Emirates,ARE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,23.0462765979378
Argentina,ARG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.05810159467174
Armenia,ARM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
American Samoa,ASM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Antigua and Barbuda,ATG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.533375620360102
Austria,AUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.069578442173689
Azerbaijan,AZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,20.4836963751263
Burundi,BDI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Belgium,BEL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Benin,BEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Burkina Faso,BFA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Bangladesh,BGD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0941431250705334
Bulgaria,BGR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0313784056549117
Bahrain,BHR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,18.5519263418086
"Bahamas, The",BHS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Bosnia and Herzegovina,BIH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Belarus,BLR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.747693405417764
Belize,BLZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.1473879567836
Bermuda,BMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Bolivia,BOL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.15034708308448
Brazil,BRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.8644255336037
Barbados,BRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.433147947355733
Brunei Darussalam,BRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,14.852412701449
Bhutan,BTN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Botswana,BWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Central African Republic,CAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Canada,CAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.23036941201685
Central Europe and the Baltics,CEB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.171163953652606
Switzerland,CHE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Chile,CHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0512920690938624
China,CHN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.897272154842086
Cote d'Ivoire,CIV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.07331141956927
Cameroon,CMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,4.13198586022841
"Congo, Dem. Rep.",COD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.11651510783164
"Congo, Rep.",COG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,28.3709332051476
Colombia,COL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.28794655440469
Comoros,COM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Cabo Verde,CPV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Costa Rica,CRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Caribbean small states,CSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.44262303756797
Cuba,CUB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.28630537185784
Cayman Islands,CYM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Cyprus,CYP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Czechia,CZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0259567154641542
Germany,DEU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0226971853100344
Djibouti,DJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Dominica,DMA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Denmark,DNK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.846558122987076
Dominican Republic,DOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,20.4732232148889
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.10485996038708
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,6.51179467658129
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.691565941055914
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,6.34018877762124
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.24499310863736
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,11.0959578342878
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,6.50467445256058
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0330532202013266
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0081703750692683
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.581528199763779
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0623862354638826
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,12.2194306767992
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.009638851950604
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,23.2251869591318
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.456317377061263
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.087387658268686
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.84292949918758
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,23.946610045656
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0088539134052406
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.353453540151739
Guam,GUM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.38859562524108
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.40923004958356
Croatia,HRV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.337969685139442
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.146033886136101
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.40920478239516
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.42700594345437
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.66025309496448
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.48580988172179
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.96488493465785
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.75579429115279
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.926982393131028
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,23.080429471453
Iraq,IRQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,45.6049517258956
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Israel,ISR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0164262995061445
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0991670267810835
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Jordan,JOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0016746803595743
Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0021512851151558
Kazakhstan,KAZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,13.6411233005359
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Kyrgyz Republic,KGZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.294112445205561
Cambodia,KHM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Kiribati,KIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
St. Kitts and Nevis,KNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
"Korea, Rep.",KOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0008173620992705
Kuwait,KWT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,50.9574798543845
Latin America & Caribbean (excluding high income),LAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.62757300480701
Lao PDR,LAO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Lebanon,LBN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Liberia,LBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Libya,LBY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,39.7337700230017
St. Lucia,LCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Latin America & Caribbean,LCN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.09288546601357
Least developed countries: UN classification,LDC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,4.78702086876247
Low income,LIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,2.26261619519031
Sri Lanka,LKA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Lower middle income,LMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,4.66683558357791
Low & middle income,LMY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.41588773382458
Lesotho,LSO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Late-demographic dividend,LTE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.476365293003
Lithuania,LTU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0739369060315491
Luxembourg,LUX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Latvia,LVA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
"Macao SAR, China",MAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Morocco,MAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0029201805059105
Moldova,MDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0304437859667805
Madagascar,MDG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.154376531941115
Maldives,MDV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Middle East & North Africa,MEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,24.2390646878509
Mexico,MEX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.80433035709726
Middle income,MIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.41924861907345
North Macedonia,MKD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Mali,MLI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Malta,MLT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Myanmar,MMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.686569366877806
Middle East & North Africa (excluding high income),MNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,18.925766316069
Montenegro,MNE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Mongolia,MNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.68192478641873
Northern Mariana Islands,MNP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Mozambique,MOZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.133521954259097
Mauritania,MRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.66608375106916
Mauritius,MUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Malawi,MWI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Malaysia,MYS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.95840909887256
North America,NAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.395327581979993
Namibia,NAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
New Caledonia,NCL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Niger,NER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.6908028994534
Nigeria,NGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,8.34113220732445
Nicaragua,NIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Netherlands,NLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0592393609840038
Norway,NOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.61866140236339
Nepal,NPL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Nauru,NRU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
New Zealand,NZL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.433466661764478
OECD members,OED,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.411024387039218
Oman,OMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,36.0778507472842
Other small states,OSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,14.0561662687097
Pakistan,PAK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.94920994624819
Panama,PAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Peru,PER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.701407924190919
Philippines,PHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.283899724399234
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,4.71810070070488
Poland,POL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.063640199511111
Pre-demographic dividend,PRE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,13.3049296918026
Puerto Rico,PRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Portugal,PRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
West Bank and Gaza,PSE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Pacific island small states,PSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Post-demographic dividend,PST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.291661889824949
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,21.3288260709516
Romania,ROU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.746435231377301
Russian Federation,RUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,9.19725209099892
Rwanda,RWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
South Asia,SAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.826391225805003
Saudi Arabia,SAU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,40.4257797609709
Sudan,SDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,4.60317612863549
Senegal,SEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Singapore,SGP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Solomon Islands,SLB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Sierra Leone,SLE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
El Salvador,SLV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Somalia,SOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Serbia,SRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.857021225914176
Sub-Saharan Africa (excluding high income),SSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.75599807264273
South Sudan,SSD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,24.0598900975097
Sub-Saharan Africa,SSF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.75178049762648
Small states,SST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,12.1327989763269
Sao Tome and Principe,STP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Suriname,SUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,6.51923548068227
Slovak Republic,SVK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0032227446724801
Slovenia,SVN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0001793629012347
Sweden,SWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Eswatini,SWZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Seychelles,SYC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Syrian Arab Republic,SYR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.29187043694574
Turks and Caicos Islands,TCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Chad,TCD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,17.3995122749486
East Asia & Pacific (IDA & IBRD countries),TEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.1049065002761
Europe & Central Asia (IDA & IBRD countries),TEC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.29531089309317
Togo,TGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
Thailand,THA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,1.27014520572142
Tajikistan,TJK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0982789435984251
Turkmenistan,TKM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,10.8332171313763
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.18079239878397
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,19.0926144523701
Tonga,TON,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.0
South Asia (IDA & IBRD),TSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,0.826391225805003
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,5.75178049762649
Trinidad and Tobago,TTO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,4.98832512968036
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2013,3.04402950545605
